Unnamed: 0,gender,age_group,familiarity_with_herbal_essences,respondent_location,hair_care_routine_story,ideal_hair_care_product_message,celeb_hair_care_philosophy,current_natural_shampoo_user,motivation_to_try_herbal_essence,price_sensitivity,persona
154,MALE,25-40,Somewhat familiar,Emerging Urban Market,Time-Pressed,Personalization-Focused,Cultural Heritage Influencers,False,Trust-Based Influence,Budget-Conscious Consumers,Young Digital Native
155,MALE,18-25,Somewhat familiar,Urban Professional Market,Cost-Aware,Personalization-Focused,Cultural Heritage Influencers,False,Evidence-Driven Motivation,Quality-Oriented Buyers,Budget-Conscious Achiever
156,MALE,18-25,Somewhat familiar,Urban Professional Market,Nature inspired,Gentle-Caring,Cultural Heritage Influencers,True,Trust-Based Influence,Mid-Range Value Seekers,Wellness-Oriented Consumer
157,MALE,18-25,Somewhat familiar,Urban Professional Market,Cost-Aware,Naturally Healthy,Cultural Heritage Influencers,False,Natural Product Appeal,Budget-Conscious Consumers,Budget-Conscious Achiever
158,MALE,18-25,Somewhat familiar,Rural Market,Exploration-Driven,Gentle-Caring,Cultural Heritage Influencers,True,Evidence-Driven Motivation,Mid-Range Value Seekers,Wellness-Oriented Consumer
159,MALE,18-25,Somewhat familiar,Urban Professional Market,Exploration-Driven,Naturally Healthy,Science Experts,True,Evidence-Driven Motivation,Luxury Brand Believers,Wellness-Oriented Consumer
160,MALE,18-25,Somewhat familiar,Urban Professional Market,Nature inspired,Naturally Healthy,Laid-Back Trendsetters,False,Evidence-Driven Motivation,Quality-Oriented Buyers,Wellness-Oriented Consumer
161,MALE,18-25,Never heard of it,Urban Professional Market,Cost-Aware,Personalization-Focused,Cultural Heritage Influencers,False,Evidence-Driven Motivation,Budget-Conscious Consumers,Budget-Conscious Achiever
162,MALE,25-40,Very familiar,Emerging Urban Market,Exploration-Driven,Naturally Healthy,Cultural Heritage Influencers,False,Afordability,Budget-Conscious Consumers,Budget-Conscious Achiever
163,FEMALE,18-25,Somewhat familiar,Emerging Urban Market,Relaxation-Seeking,Personalization-Focused,Cultural Heritage Influencers,False,Afordability,Budget-Conscious Consumers,Budget-Conscious Achiever
164,MALE,18-25,Very familiar,Urban Professional Market,Relaxation-Seeking,Gentle-Caring,Cultural Heritage Influencers,True,Trust-Based Influence,Mid-Range Value Seekers,Wellness-Oriented Consumer
165,MALE,18-25,Somewhat familiar,Urban Professional Market,Relaxation-Seeking,Naturally Healthy,Tech-Savvy Innovators,False,Trust-Based Influence,Budget-Conscious Consumers,Budget-Conscious Achiever
166,MALE,18-25,Somewhat familiar,Urban Professional Market,Time-Pressed,Naturally Healthy,Tech-Savvy Innovators,False,Natural Product Appeal,Quality-Oriented Buyers,Young Digital Native
167,FEMALE,18-25,Somewhat familiar,Urban Professional Market,Time-Pressed,Naturally Healthy,Cultural Heritage Influencers,True,Trust-Based Influence,Budget-Conscious Consumers,Wellness-Oriented Consumer
168,FEMALE,18-25,Somewhat familiar,Urban Professional Market,Time-Pressed,Naturally Healthy,Science Experts,False,Trust-Based Influence,Budget-Conscious Consumers,Budget-Conscious Achiever
169,FEMALE,18-25,Somewhat familiar,Urban Professional Market,Cost-Aware,Personalization-Focused,Cultural Heritage Influencers,True,Natural Product Appeal,Budget-Conscious Consumers,Budget-Conscious Achiever
170,FEMALE,18-25,Somewhat familiar,Urban Professional Market,Time-Pressed,Image-Driven,Laid-Back Trendsetters,False,Evidence-Driven Motivation,Premium Product Enthusiasts,Young Digital Native
171,FEMALE,18-25,Never heard of it,Rural Market,Nature inspired,Naturally Healthy,Cultural Heritage Influencers,False,Evidence-Driven Motivation,Budget-Conscious Consumers,Wellness-Oriented Consumer
172,FEMALE,18-25,Somewhat familiar,Urban Professional Market,Relaxation-Seeking,Naturally Healthy,Cultural Heritage Influencers,False,Afordability,Mid-Range Value Seekers,Budget-Conscious Achiever
173,FEMALE,18-25,Somewhat familiar,Urban Professional Market,Exploration-Driven,Gentle-Caring,Cultural Heritage Influencers,False,Afordability,Mid-Range Value Seekers,Budget-Conscious Achiever
174,FEMALE,18-25,Somewhat familiar,Urban Professional Market,Relaxation-Seeking,Naturally Healthy,Cultural Heritage Influencers,True,Trust-Based Influence,Budget-Conscious Consumers,Wellness-Oriented Consumer
175,FEMALE,18-25,Very familiar,Urban Professional Market,Exploration-Driven,Naturally Healthy,Science Experts,True,Natural Product Appeal,Mid-Range Value Seekers,Wellness-Oriented Consumer
176,FEMALE,18-25,Somewhat familiar,Urban Professional Market,Cost-Aware,Image-Driven,Laid-Back Trendsetters,True,Evidence-Driven Motivation,Mid-Range Value Seekers,Budget-Conscious Achiever
177,MALE,18-25,Never heard of it,Urban Professional Market,Time-Pressed,Personalization-Focused,Cultural Heritage Influencers,False,Afordability,Budget-Conscious Consumers,Young Digital Native
178,FEMALE,18-25,Somewhat familiar,Urban Professional Market,Relaxation-Seeking,Naturally Healthy,Science Experts,True,Natural Product Appeal,Quality-Oriented Buyers,Wellness-Oriented Consumer
179,FEMALE,18-25,Never heard of it,Urban Professional Market,Cost-Aware,Other,Cultural Heritage Influencers,True,Afordability,Quality-Oriented Buyers,Wellness-Oriented Consumer
180,FEMALE,18-25,Very familiar,Emerging Urban Market,Relaxation-Seeking,Naturally Healthy,Tech-Savvy Innovators,True,Afordability,Mid-Range Value Seekers,Wellness-Oriented Consumer
181,FEMALE,18-25,Never heard of it,Urban Professional Market,Exploration-Driven,Image-Driven,Science Experts,False,Trust-Based Influence,Quality-Oriented Buyers,Young Digital Native
